node	degree
20239	11
44208	50
21347	94
58229	127
42601	100
31138	69
37508	58
11673	12
41139	99
22892	23
978	45
31484	108
53607	73
8679	68
54767	105
54151	40
53831	78
12120	50
44709	72
38413	36
39973	77
45479	99
10867	129
7869	50
57276	35
36365	22
3655	73
49198	3
10023	258
22289	117
28056	66
21282	25
41271	34
8147	85
38904	48
15470	111
10133	151
58180	76
12361	88
38139	132
18808	275
45902	260
20203	55
13355	34
2798	15
17397	35
12422	40
11392	17
48943	27
22608	19
7521	18
40620	9
44940	38
44966	53
19144	47
50750	62
3015	88
11948	110
15958	949
57957	32
57607	78
24219	35
30186	49
21078	66
47689	35
19365	27
27616	18
45154	44
32346	70
57571	79
38419	66
4045	57
40500	52
28540	5
37107	83
29740	87
43126	88
5565	44
39158	43
50813	57
8172	38
1568	34
21960	243
28833	81
25192	52
5231	67
12269	54
3707	69
49161	54
48002	68
33059	60
25758	66
23197	104
19704	110
15228	79
7676	87
39052	74
32736	76
30909	71
12774	27
57611	10
53	24
47939	15
41578	28
55500	68
2426	59
18195	190
57175	67
33751	76
53396	106
27495	21
38997	65
8034	35
32201	40
8810	26
10272	36
4258	62
22367	42
36285	45
26592	134
14087	41
6484	62
55690	70
12003	88
55268	72
9200	156
9898	63
24670	83
12554	37
2437	31
57980	37
20840	51
32469	44
37936	21
39993	157
23715	200
33112	458
174	26
56358	10
28396	73
6167	245
20458	82
2635	60
14364	124
44131	142
40573	89
44784	77
33898	95
45038	54
51024	80
44344	77
28480	55
33056	67
47199	47
37634	42
29359	190
15401	32
4904	87
2542	38
2727	37
20816	76
20389	65
17511	115
27607	20
2691	18
26247	127
55931	19
34452	127
9615	321
51614	111
46176	76
29094	230
37057	58
49132	62
55313	129
49933	57
50594	78
5717	55
42946	17
21861	61
552	71
27931	174
12508	39
18082	40
4129	18
14269	31
6836	17
49704	61
5739	53
23556	111
55153	46
38763	37
21980	22
42756	23
54820	25
33130	19
21386	40
54307	54
11705	78
52102	59
2728	42
50141	36
45035	58
54056	52
28085	20
30235	90
3853	69
51696	80
40664	47
32886	56
32478	68
27622	74
15385	81
35225	81
49679	86
3214	85
10732	136
45878	132
36298	50
6170	80
12634	74
21483	105
6685	210
57798	73
18815	84
2816	78
49620	119
23243	92
44394	83
43019	163
326	53
33892	42
5536	36
28370	32
47450	17
39640	45
40598	37
35111	43
1306	39
24623	52
47064	43
9025	290
2681	333
19788	120
25853	66
33325	79
16872	83
13427	132
27063	103
14541	25
22024	49
20617	54
18690	47
12315	18
31120	6
40657	74
9516	71
28990	96
23910	60
28913	55
9294	46
55191	82
23223	57
15802	41
48059	57
4596	69
53104	66
2664	41
31463	56
25112	64
26049	58
49207	50
8511	85
39059	116
40896	120
15331	40
26854	218
19279	76
11822	103
31650	19
26504	17
4008	82
25057	52
11159	77
36951	220
47710	81
7380	75
24225	96
8574	93
15896	27
41416	28
17819	27
41948	13
43202	6
45543	11
36175	8
57809	84
14134	30
57179	76
56152	45
53200	24
45310	9
51513	41
31252	53
42900	20
29888	23
42495	34
15019	101
20148	46
41191	57
41644	26
20464	8
47460	55
10592	26
37766	76
53054	24
41056	16
24387	33
25219	335
29545	123
41763	86
5990	54
50007	137
48629	237
4360	40
25493	70
11404	78
29176	19
49892	22
25462	5
27676	4
35137	21
33830	98
17181	56
40870	39
45684	34
54504	35
14636	51
49807	16
48321	5
47007	3
18684	39
54487	35
8572	33
42165	47
41394	37
55227	22
664	35
37386	45
10739	33
41446	37
11809	210
20129	42
24073	17
9451	130
19755	128
32061	33
43390	29
32181	64
5772	82
32878	82
35021	71
16154	187
16846	28
32689	12
20391	18
44057	121
19570	10
20375	233
40493	87
737	80
10502	31
30552	147
26722	95
20066	74
37559	76
1363	27
56129	17
51406	70
50963	29
36018	61
21778	123
41106	15
14553	28
36829	22
5039	28
5511	24
53738	86
23323	57
23332	35
44803	40
208	22
38657	28
53498	63
13648	100
14197	48
1927	47
32388	47
56139	30
21707	37
57123	36
6612	87
34447	115
43931	19
22680	60
3855	59
48788	79
9476	125
35161	45
44454	60
50832	39
46737	32
18527	28
28346	45
37642	328
11851	347
38414	317
50973	52
9082	155
40449	141
43467	45
7760	125
16987	174
21406	19
16743	32
21276	134
56027	294
13547	192
7629	65
6137	144
57569	43
2145	13
26872	93
51014	65
57042	126
34007	65
53211	95
53874	91
17097	188
51452	141
37882	54
559	82
5329	128
45809	61
9146	77
1858	35
46613	9
35974	47
35968	8
33746	465
1172	97
56049	99
56503	62
50755	51
40467	70
27392	182
56775	44
4365	82
28461	93
32384	73
18694	114
18323	241
50037	153
8167	42
3083	22
35129	39
35284	42
28994	245
48601	71
52978	38
29396	27
57498	40
11134	180
51693	54
40095	28
15648	63
49380	36
2759	18
32589	107
41176	106
32841	105
42368	90
39579	91
26343	141
45767	134
28401	48
35776	41
41450	25
29872	71
6707	66
26801	48
27726	59
8790	85
32561	57
40394	132
10593	138
9525	169
40836	86
40291	103
38159	47
13876	83
18897	57
11135	28
36963	12
6734	246
33095	70
12679	85
53926	16
41899	77
31733	50
1999	77
23030	105
49282	41
19161	29
4314	116
665	34
48585	45
49930	20
23260	61
20013	115
34134	110
31959	46
43627	38
36170	63
54662	139
10860	47
28362	42
8198	37
39687	22
29259	104
30699	257
46510	248
28400	26
32166	40
23213	30
15557	33
7037	72
56784	495
12011	121
14571	45
57374	94
23650	96
13612	81
13560	50
12545	120
50300	31
2239	81
28451	2
40269	6
37552	71
23379	40
52281	30
17632	46
22764	52
41313	34
2477	56
4306	60
40402	23
55419	22
25428	44
7547	17
8794	64
51641	51
20282	55
26350	110
44768	65
24811	80
16366	85
655	103
34117	84
51192	65
35025	52
39494	133
44870	95
8643	61
31895	32
39700	64
22721	57
55745	67
34105	62
44712	66
7242	66
27807	40
49970	91
51845	155
53196	42
34808	90
53680	63
44642	90
57887	16
16794	85
4231	114
30101	107
43969	215
4345	78
22346	78
19138	70
36054	203
35217	36
43121	146
1778	49
46861	63
16666	66
53116	53
20990	464
44678	104
2983	85
11724	92
35102	77
42332	103
6254	102
42932	53
5262	43
9917	88
16063	28
10002	484
31815	155
41362	25
8219	39
178	88
57100	108
21668	54
36063	66
47017	37
26544	44
37961	97
28791	216
234	70
23067	85
19213	96
25791	53
36065	2
15193	80
14685	115
33546	131
25651	54
49846	161
35538	55
1606	55
6175	52
43205	54
46398	76
23838	91
52053	70
45979	44
56659	92
50969	73
32668	33
17279	20
55842	22
7793	152
25147	77
15123	44
15894	72
44004	78
40736	69
29505	45
36417	18
16797	20
35951	27
1738	239
30073	96
48099	61
50505	201
53308	20
49435	237
53258	232
31973	96
30410	74
26700	44
28110	97
35696	105
43689	85
55816	111
42921	131
2450	83
392	28
56628	35
587	100
54688	160
50159	17
37072	75
18955	31
19461	21
30579	16
57504	71
2505	30
50466	136
21104	12
36827	44
37447	32
34253	35
33661	78
39454	72
23108	113
14402	84
18860	132
31243	182
26295	103
24332	252
14296	115
28361	111
9069	166
36271	87
25095	97
10723	27
17454	31
49561	26
47033	52
4385	96
39752	71
36132	185
14657	68
34208	104
19727	101
11017	113
9957	129
3222	40
42195	52
13705	45
27765	80
22036	70
29524	107
23457	108
57253	128
50485	92
29788	121
46982	75
42683	104
53596	50
2043	38
37651	30
31242	86
31990	33
20244	56
6050	44
50788	135
53953	61
25036	21
27675	43
58118	47
18058	80
50457	14
50751	36
54200	14
21344	22
1389	20
20823	38
54749	39
19084	20
27524	82
15699	64
18715	121
14563	124
6186	57
6669	87
19542	100
49188	155
39907	220
53741	30
12050	58
46232	27
55428	45
21349	59
23797	93
22459	20
7373	44
41484	63
32426	375
13204	165
4210	61
23779	113
45938	34
24583	69
30980	136
53461	56
57804	82
11313	45
1376	92
34001	64
3058	102
40899	71
19006	60
18698	96
17223	102
23628	19
3204	25
28600	56
38639	11
28101	19
35178	13
33943	16
8905	37
31582	65
47399	40
23732	147
33069	135
12726	115
29450	21
52425	53
18762	27
11729	78
28528	99
38239	124
30009	100
16978	36
41937	46
41387	48
53285	72
34374	49
7457	26
45151	14
44991	121
35143	53
30051	5
21452	36
34624	63
7824	27
18743	86
13836	99
49009	62
10315	48
36454	91
10139	80
38536	63
42216	4
18614	84
29467	105
29510	300
38673	119
33822	73
41283	63
4515	52
55306	81
41168	86
48434	62
28466	126
2025	106
28371	33
30771	143
17813	182
34871	112
49479	181
42916	66
7757	59
28105	37
34724	135
10578	55
38484	154
44391	24
33116	57
39522	151
27959	33
34175	64
8237	21
331	34
51056	30
33140	13
16517	17
10992	58
29950	286
22586	140
54312	138
56105	51
45667	6
27237	32
15912	70
56655	38
34478	44
23007	97
35001	39
49569	41
43362	79
4945	127
25957	47
16589	70
29703	107
33850	31
31655	96
51215	71
24842	98
7709	87
35602	54
44813	46
24745	88
30787	20
12783	53
43878	79
41922	42
16270	30
28490	37
48519	34
54347	71
53990	67
2160	127
14677	94
35860	122
48034	114
6909	119
42199	81
19466	52
25813	28
24409	36
44984	100
49624	28
54495	107
15975	52
10370	250
531	177
36994	186
9563	72
52436	45
49325	29
13428	39
36463	20
8504	31
54215	36
36072	71
22219	168
7375	104
50045	34
16879	41
35864	71
58148	171
407	71
43299	84
54017	89
27184	138
3964	27
52296	52
969	20
32521	49
28348	34
50574	221
42696	31
46721	77
39495	21
46578	169
47551	81
8979	44
42377	57
29797	79
22969	58
51608	94
22691	212
44733	65
43264	60
40773	54
40451	37
13468	204
22071	77
19393	23
28867	57
52439	82
41843	38
21263	56
56177	3
22717	33
16746	47
49117	62
19707	11
49190	180
51062	64
28113	107
41239	204
27338	160
6602	146
30632	63
19357	68
37415	63
8922	212
15085	73
42708	31
25792	24
51242	46
13109	17
24809	22
10425	8
9844	6
21658	59
37360	24
28363	210
10141	31
18713	85
38153	56
52261	92
45311	84
13249	45
43566	40
47904	35
1549	89
21504	86
2314	22
2088	102
41680	25
51881	38
21391	36
45286	51
16663	37
54753	34
37618	33
23337	25
25757	24
29649	36
14321	66
23921	148
35580	44
1459	30
58086	63
39232	58
2576	39
10445	50
53532	45
28150	25
9385	42
11369	62
56846	40
35541	32
35890	78
35882	96
39554	79
38266	96
40809	130
17428	11
39708	21
11825	47
54405	39
43748	23
7857	71
28247	45
2474	33
34993	38
15051	45
54547	79
37047	23
39325	20
20724	74
57527	73
13920	40
40364	41
21936	13
45197	39
46504	35
12260	65
27178	37
41886	9
7317	75
13444	82
41439	136
1006	82
12727	83
23242	47
52154	28
37590	111
19112	44
28221	158
4963	33
17371	82
5135	67
46850	73
24993	116
47592	135
30437	173
7555	104
48643	86
22942	65
23503	50
43751	36
32657	210
8737	25
36764	12
46382	16
35198	54
19207	57
23550	41
53747	67
58407	20
43809	16
3544	188
55897	31
18155	38
40442	49
19520	129
45601	36
50382	32
58018	40
43230	66
24495	29
50666	33
6451	45
21097	89
11615	88
20755	48
5547	58
12077	34
4189	58
52678	55
13124	46
42800	40
3022	222
43926	58
38544	34
41240	54
47036	43
29765	24
34616	26
22246	24
34660	74
33631	53
9361	51
26806	41
673	103
47960	68
3501	65
57233	136
27631	65
15951	16
57994	33
48336	105
21227	98
39216	60
20982	50
16998	50
18526	14
53602	10
37275	22
46966	40
15413	15
5809	7
27778	25
5909	21
18990	36
1359	294
18504	54
28007	99
24202	127
3092	94
45259	53
20478	81
58186	93
44757	39
48890	89
10769	26
27163	109
5376	71
23845	32
54902	75
27348	79
48305	77
42967	108
54390	95
32679	155
2098	40
50870	89
28682	47
25602	90
30908	90
25549	35
45471	67
40895	75
640	91
6891	82
24936	97
50797	200
5281	32
40933	53
13586	57
20611	61
9802	58
9832	77
7026	67
357	43
33155	131
27428	113
37031	93
19667	108
36079	77
9513	75
11223	54
46906	63
52592	95
18754	40
23711	43
23162	24
44884	16
44581	346
26900	106
57036	49
412	35
32228	99
40184	21
16857	51
43812	50
31697	60
8039	22
21602	17
40033	37
54136	29
24481	12
25257	18
44141	15
46385	129
56945	164
42229	116
22626	62
31355	47
29707	12
54451	43
37250	17
32034	30
7768	55
19315	24
46316	130
52309	237
57626	40
11886	25
33216	39
45664	131
38013	121
7696	81
24087	55
32102	109
11105	171
57293	101
30424	93
58032	48
50741	43
34784	40
43307	80
54386	35
40603	20
11154	26
3613	23
33491	527
2980	196
15337	156
25998	287
31337	46
14777	58
18646	64
42812	50
54943	22
54164	44
42209	142
312	122
29425	71
17165	26
31464	53
9540	104
13232	120
5725	51
2992	55
7937	11
43324	67
39666	90
13917	83
16285	127
38095	108
1213	210
18934	65
16737	89
38635	112
56555	121
49081	33
21447	94
23914	48
25363	41
54367	199
17190	5
48367	71
50889	48
58256	35
14948	49
51384	25
7232	49
16990	45
32548	154
18760	96
30169	93
4159	37
31875	41
34383	110
7443	77
56858	87
29593	104
10949	87
12815	154
54426	152
43687	16
8598	20
15963	6
35608	15
29270	29
45567	83
20788	59
10182	98
29912	26
54063	56
42692	18
55648	57
43041	51
30635	46
3578	77
32156	44
47211	59
33377	108
42587	92
2228	41
42917	65
15765	47
9793	43
20536	95
54643	76
36211	64
50197	98
40209	69
4611	21
46845	38
17151	33
43480	41
41266	77
46889	81
52342	88
54555	58
27472	30
52969	108
40745	114
26943	61
53326	59
17672	83
29050	61
54207	12
29036	57
49871	23
28772	42
25987	83
31715	134
42678	64
4302	45
14482	37
51954	29
4226	20
1741	21
38693	25
32911	90
7325	38
31277	26
47671	56
18210	13
15822	54
20369	120
14376	21
21661	158
39237	2
1518	36
37649	68
26966	61
6239	70
19142	51
44563	109
23097	41
32514	41
16425	65
10309	69
36588	63
31385	192
15038	44
50774	89
1360	72
27464	405
36807	60
1947	23
46909	76
52508	81
11814	273
18321	23
21236	90
5069	129
7977	96
676	51
49369	26
10472	63
55444	51
20772	66
37	54
44613	64
5146	65
36776	297
49253	36
22096	115
54352	76
9297	35
42544	20
9975	18
17132	128
38553	183
1639	239
22038	252
41852	135
26086	96
42409	162
54843	132
46160	254
12248	84
33555	80
53689	94
7290	35
38947	81
34681	70
12871	93
2121	62
2067	20
14075	34
54045	20
49491	120
30860	48
12425	41
16777	88
22114	51
12852	57
809	65
37328	77
4901	80
6448	38
8672	185
31634	119
3518	173
52912	91
36244	42
38903	92
57051	56
14857	50
57602	53
44525	152
22988	139
37630	68
40088	168
15034	102
14944	68
931	70
48207	82
17247	74
38782	109
34036	407
2095	43
35008	40
41030	104
23450	47
47662	100
34537	150
30574	90
6670	171
40711	118
52629	454
13273	44
43174	75
42176	67
23561	78
31872	68
31272	315
47487	29
21915	30
13045	62
58046	76
8889	599
1184	37
37092	55
43949	128
45779	184
19532	94
42956	67
34797	49
7586	73
13744	393
20722	93
18716	77
1120	33
33854	65
25485	82
42044	156
53751	98
28321	27
34714	237
4938	119
38609	7
48579	10
31638	39
4996	40
27938	106
40173	88
9457	114
33646	120
38010	89
14479	102
14478	67
17396	196
56880	348
5952	41
51658	197
58284	282
12022	37
2152	82
41682	78
52699	92
23905	132
17658	34
6108	41
32173	21
49385	57
37453	49
40158	59
23485	58
24643	34
28961	41
50174	35
55962	39
28814	90
40122	72
12632	123
23652	178
20810	80
55171	391
29773	464
11505	50
8850	30
14072	290
11740	75
32313	116
15741	30
49757	44
52612	116
6110	56
30232	71
38462	29
26923	154
53081	92
55085	81
18352	52
34209	114
48399	139
35842	52
17918	45
17790	45
10917	32
25245	159
31850	88
14068	18
17978	68
304	23
53995	25
10886	50
18851	31
47653	92
7834	18
18453	37
9311	57
54294	131
30513	148
44883	28
42731	152
11629	8
42949	36
27032	130
33481	111
56634	147
35584	72
20522	64
48664	102
57764	34
24065	53
50638	174
14416	51
28999	37
42752	16
39008	15
17168	15
29633	9
20958	33
20796	38
34140	43
6784	38
50171	59
5451	51
952	334
52090	203
5461	29
53449	18
56720	33
53980	487
26581	165
18061	113
9529	35
25730	38
37124	112
32794	296
25263	87
51568	56
52585	49
30664	31
33724	107
22360	56
12431	88
2526	60
17714	52
42385	50
21094	86
17230	17
35067	14
49874	32
18677	18
8585	46
20887	44
43210	40
26931	16
25856	31
48899	11
8789	28
49278	170
43739	26
30263	40
42412	46
47857	44
33550	48
38664	62
8657	32
37000	61
31029	100
33966	40
7406	4
50394	10
7636	15
620	30
50499	57
41110	21
32633	177
5620	116
9177	52
27532	68
1061	60
57654	85
35780	45
31077	85
92	32
40036	367
43083	31
40689	25
6692	41
42174	34
42702	188
12667	110
26596	159
9830	24
48116	32
6115	119
17586	70
1752	189
3859	131
23308	24
49889	76
39650	51
51673	37
170	33
13196	20
24406	34
7344	82
31783	61
26589	54
26995	59
28636	70
34668	74
15977	87
15480	86
27099	73
54685	48
12651	34
56868	42
10629	81
1869	76
40412	43
30891	63
24144	71
2172	58
12416	37
54778	37
36477	56
54601	75
41712	47
45589	173
52178	42
21819	53
28764	44
24060	78
52556	152
20759	154
37639	101
19280	67
8825	19
32745	22
31915	48
25362	86
52606	55
14801	129
43315	73
28209	162
12769	49
21509	52
31414	494
39968	82
58244	65
8320	41
56422	64
24335	38
45366	56
10268	161
2800	213
37154	34
49927	60
27052	41
30986	66
53790	35
43496	43
41587	103
34246	201
56719	234
8523	84
35693	88
54553	69
1963	67
3016	185
1103	30
24312	29
7194	136
45111	12
49886	20
1385	27
45093	80
55898	88
37337	70
17274	31
46519	42
41782	5
774	86
24504	52
27037	38
44369	31
48504	57
47028	53
7526	30
39931	15
43946	49
2156	47
32680	71
16693	138
20184	81
9722	80
54380	182
13278	68
52072	52
11249	54
6895	47
21340	173
44191	94
32086	20
11667	70
22719	107
42726	51
44245	48
23863	67
46545	83
45776	106
41175	87
25450	10
50729	82
32855	56
21732	57
26603	350
11113	39
32237	85
47672	137
46650	168
55664	44
10435	44
44402	38
14234	214
55467	13
40182	28
26691	24
5471	43
42373	182
45967	276
3915	98
18853	17
21578	43
40471	26
889	172
6690	139
19261	138
42441	145
38009	68
388	160
22191	94
57342	84
10426	121
12636	11
26278	22
24397	53
36599	33
51911	55
34025	37
58252	83
17891	115
17184	104
41896	86
49311	40
49036	99
38805	70
48570	53
7442	142
540	17
9407	27
23134	36
8709	205
35671	48
11880	63
56263	26
42991	11
21715	10
35503	5
46827	45
55214	200
32755	83
1546	356
44319	152
41933	90
3710	37
13090	33
9352	121
3355	37
34443	171
44425	76
17058	63
12948	62
28590	43
48923	54
29402	54
33144	26
3972	53
20472	99
33038	83
56970	33
22664	84
49306	88
40376	340
14846	28
54341	37
30126	62
49943	21
52037	24
25615	83
45826	31
2010	47
55960	77
26043	35
23611	63
9679	40
15701	19
57570	25
43731	23
22184	19
48975	29
39202	84
36965	55
27379	71
12709	56
2349	33
20819	33
45997	19
24197	12
57630	13
18247	19
7186	13
21590	45
7524	31
51468	50
13250	40
30689	44
45411	413
53222	224
38967	46
23996	52
25519	45
8911	31
31606	10
33625	36
19946	29
49908	76
28136	64
54661	50
11401	27
49664	53
55025	38
10167	24
52123	33
25316	40
30763	20
17225	126
2102	116
12366	47
1949	72
46757	58
55935	79
38477	84
41643	154
22426	136
54613	56
10212	92
50575	206
11427	76
3326	99
43622	100
38920	55
19379	86
20193	130
11884	127
6162	46
3414	18
40956	58
40513	51
54106	66
30120	35
21774	49
10341	35
35969	27
28231	17
43254	12
25090	77
43505	69
53872	43
23578	77
15613	52
12405	329
12278	53
35340	104
14181	67
44511	177
51545	17
58350	84
52995	94
23194	30
30384	147
42879	94
7445	81
10293	121
31433	41
16072	402
17759	30
1798	164
45356	20
17895	7
52950	46
34833	39
24309	23
5945	15
56031	35
4479	11
833	21
30728	16
35840	11
15545	8
56387	34
37900	46
29093	99
5489	46
33619	23
28121	24
21660	58
57881	126
24812	68
23472	17
14128	115
6629	33
14611	77
56816	51
45756	165
44420	95
52951	43
20333	30
23210	59
4535	74
7551	88
5972	98
50998	88
45198	196
16198	62
17959	63
1190	93
57325	96
1059	301
14613	25
52547	53
36508	35
23436	56
42948	38
35565	70
27383	107
4711	164
29570	46
18425	30
10198	36
9750	19
2237	56
43588	76
32961	476
55692	73
6192	85
44723	42
52161	114
12368	72
42765	358
44948	74
3962	93
5440	79
15196	64
52723	58
10409	123
28720	201
25349	118
6959	125
51229	97
5629	85
18581	39
19858	107
14258	70
30509	154
2094	67
40090	115
21400	48
47577	60
55017	79
22568	72
3639	3
37614	27
12793	53
15935	35
10802	42
14156	62
13884	56
41237	59
29409	47
1084	127
10012	161
28258	40
29067	267
52890	156
8445	148
42213	21
48062	26
54854	54
43385	60
45253	31
28844	63
25694	205
49341	72
25221	64
41098	92
7214	40
8829	48
20438	52
492	79
55075	76
16369	58
47718	74
45855	70
34218	38
29659	56
32981	67
31809	37
46943	124
37526	101
1995	123
32612	69
45352	130
32887	60
49195	11
45438	41
52046	37
44148	55
54957	96
17679	90
51634	101
13808	50
54040	29
44451	153
191	39
39122	40
5770	29
58054	106
23931	50
18373	14
29621	48
6702	41
22866	71
5412	29
48479	55
33574	12
29171	38
8074	209
50221	448
53480	100
16561	31
5443	37
45804	28
21307	131
26502	27
25042	39
29793	178
16735	43
53604	36
42157	50
32330	26
22005	111
21066	96
29643	104
32094	125
57568	78
55273	84
40534	20
54079	9
10112	124
21705	145
19133	67
15786	64
31445	50
24430	86
48901	36
48828	45
55414	47
38333	56
54932	87
12137	106
24247	34
54434	205
29170	194
12109	58
29975	54
16401	28
43165	349
30674	53
33697	29
44211	60
36122	60
39305	21
12648	40
20702	62
12946	134
48443	132
9627	108
6932	349
52971	69
57441	9
20056	89
54714	46
37018	67
10689	33
54103	35
10816	52
15063	7
32862	94
15444	41
23618	29
58261	15
18734	77
15640	67
34512	67
28465	46
11070	70
26254	108
40224	149
32371	41
12469	66
39767	63
37962	148
2950	60
39587	32
6764	57
45548	70
57874	146
2194	203
7874	135
37078	123
11936	104
37530	118
32758	85
26774	20
10516	140
57211	52
48863	54
46704	23
46419	16
22949	65
25325	80
52409	89
13590	34
13329	15
46922	78
12627	31
41456	30
49682	130
53793	93
10348	126
23569	90
57177	52
10381	49
30659	66
39404	36
15438	17
40448	30
8502	168
29519	80
13636	87
20088	57
20826	61
43229	74
28149	43
38866	41
205	54
23057	29
34783	11
43060	23
33398	76
20307	58
50974	22
8990	30
56546	48
37814	132
8781	76
33569	40
21429	55
13202	80
36969	74
22870	43
40430	291
50490	43
31735	53
22074	33
16688	192
11706	27
2339	57
47235	31
7912	31
43419	66
30289	78
37879	60
51852	32
8226	26
53008	109
7745	146
25398	45
49186	99
12047	83
1751	98
14551	51
50012	76
51168	93
52956	124
53414	172
34951	39
23461	88
6997	76
15602	74
31570	570
10584	35
2678	37
7870	8
42716	25
51860	19
51093	85
42205	2
25471	12
772	71
15800	69
31181	55
6710	108
56154	59
46345	59
54270	138
6668	83
26099	77
38741	56
15266	25
36537	22
3583	18
13080	68
20442	46
7820	110
382	141
18094	93
57595	126
34103	125
23977	85
33485	43
5817	39
36149	34
51458	112
44936	62
2452	17
30375	92
38189	45
21076	25
48870	25
5149	50
4253	99
6679	88
23908	13
40604	36
30452	48
24676	57
42352	65
14588	28
20258	53
8666	75
36188	14
41709	28
26120	50
11090	45
54741	56
57231	76
36277	42
45065	124
52749	48
29556	30
23127	108
29789	90
17857	52
26686	52
6305	26
17590	62
53154	73
22086	97
52757	54
10165	84
10216	202
7280	179
37579	60
53569	28
53005	57
6931	102
28277	89
25942	48
39025	32
17652	334
24927	50
29289	70
39367	62
34216	52
48067	25
18913	26
53482	27
47471	63
41146	54
28661	73
10158	12
49342	68
24384	55
12550	5
44509	8
49097	2
33409	7
33437	15
22985	5
56329	7
56484	86
1207	45
18186	85
35682	16
19756	57
1472	21
38885	61
14516	167
8013	36
37507	174
53377	162
57741	121
28584	64
32152	38
21253	40
20102	130
26363	73
28626	50
21011	26
12090	49
18818	85
8274	53
17316	35
15300	30
17999	62
16062	24
9922	130
29558	16
1651	83
38363	43
27181	98
618	56
42682	222
41518	116
46259	43
7921	40
6694	35
31724	47
10582	66
19999	22
8969	24
10713	198
3125	43
38642	42
29323	107
2755	47
48880	69
46258	134
50015	64
46386	95
2749	60
15939	32
39504	44
20955	12
23116	93
47146	74
47967	93
23492	78
22293	67
47708	157
31708	97
9855	35
36933	40
43737	39
33637	67
31525	143
12836	91
27266	216
2249	170
51259	82
28063	29
2584	54
46388	149
13784	109
46416	57
35050	46
21486	81
8641	225
56814	168
26029	41
56099	5
55783	90
35484	73
50379	44
41058	81
25287	100
3616	38
26362	127
1685	52
32537	55
12695	342
15192	12
25768	21
20684	8
30449	40
31601	37
3617	38
1085	51
12657	80
50798	8
50047	13
54954	129
600	29
3503	71
22510	38
31325	47
47991	36
49965	297
47735	7
54651	27
905	23
13915	14
28710	78
30874	79
36556	70
13606	65
52786	21
43897	38
6676	12
29822	51
51456	74
28633	39
11198	66
33735	300
23978	57
31613	48
53295	39
27580	143
28060	49
40768	95
3289	72
2308	177
196	180
10526	74
54531	60
44123	75
54053	50
27504	42
38063	69
18525	9
23070	35
22903	15
16671	16
40914	52
48777	29
45308	41
291	64
29290	176
35727	104
23317	76
28781	172
19341	23
6506	80
43149	117
17036	84
13809	60
8616	99
32693	43
22030	57
47594	64
57375	220
37186	214
41044	99
55156	41
24899	38
35818	239
11231	41
14199	20
12201	28
36731	66
52014	90
40654	41
22091	29
49711	30
38152	42
10415	79
23010	204
56830	13
41344	60
186	153
36140	46
31522	58
10996	84
29391	28
16137	59
1417	110
55015	59
33014	75
51854	54
55713	45
57770	122
21577	36
41802	63
45987	25
37545	83
40374	48
15040	38
7074	143
50520	93
5204	72
45296	46
7438	22
34028	29
21629	28
30672	30
27541	20
34685	25
40772	106
38205	104
4928	115
1396	170
39867	36
51498	35
34251	63
6100	30
55948	12
43042	41
55404	24
56380	62
30904	66
29087	95
50371	269
8298	30
6190	71
57125	54
15014	48
17337	53
26755	38
36986	19
30405	180
19270	72
12346	65
50287	11
34566	51
54082	21
31617	31
3287	50
56744	37
16913	43
19162	181
44103	24
22098	53
56094	56
23212	30
46191	70
42356	71
52479	108
44881	34
43338	56
16805	50
45656	14
27011	5
38224	39
57112	15
22485	21
14123	24
53324	146
56975	130
3896	61
33750	40
29021	105
33340	69
11287	67
7772	40
4589	101
1942	54
5221	12
2294	99
52738	36
15915	67
54190	9
26803	51
37419	70
39441	26
22612	59
2780	27
35633	61
31295	23
13318	17
35174	68
28566	31
46007	31
23204	111
26499	73
19997	70
20979	39
10744	108
8856	66
30355	56
31185	189
23392	102
55440	42
31800	165
33419	102
56430	174
23293	44
23114	63
25096	107
12656	60
43758	225
8343	68
43109	87
45755	110
22347	23
38509	43
46719	68
50335	30
369	31
13247	28
44825	15
34728	31
56013	48
8280	61
51374	61
48661	161
14957	19
29907	21
51595	144
25734	46
41781	79
1641	189
53898	246
49877	23
50971	162
32216	44
6825	42
44853	75
24674	75
48580	73
19157	132
348	43
6950	65
28235	57
1915	21
31150	20
34360	82
4554	57
1107	67
17067	31
36286	47
45827	2
18433	339
30520	225
55441	89
36060	10
33905	17
29803	21
13562	11
17412	175
52876	121
50615	57
3464	56
48023	97
41717	68
52774	68
25642	27
28385	53
49202	135
35729	42
21714	66
52925	85
29224	101
30637	37
36058	114
1452	79
12972	51
39543	72
28170	75
9668	91
22614	11
1449	20
6304	34
48388	67
560	20
1700	34
38579	29
14146	52
32329	37
24649	60
633	35
36717	102
10576	130
30211	20
50189	27
53989	14
19475	4
39384	3
56828	11
56496	25
21240	55
26488	30
13655	82
55316	46
12482	110
21073	241
31066	134
47969	107
47936	27
21128	12
22475	62
14484	85
13390	72
9869	60
10145	75
43560	130
22650	127
55996	40
47624	53
5148	137
6302	54
37058	78
46615	94
44908	102
38276	49
16607	247
35170	113
12277	33
14011	49
56887	25
13593	38
52886	34
939	89
19565	55
54799	46
52164	60
37323	94
43880	355
51945	66
19030	73
52737	67
8348	51
48756	74
46261	17
46067	219
47057	83
55242	144
6054	41
55069	106
