node	kcore
56716	18
51570	19
26453	22
17596	19
53184	19
19482	19
39948	33
786	22
37406	13
53437	18
45193	11
14855	8
48646	13
19265	12
16936	17
31560	17
23479	19
41315	19
23129	19
53757	18
34112	14
38623	10
55259	14
14816	19
33514	32
21763	21
58217	16
40539	19
36915	19
51991	19
11734	22
35723	19
25006	20
51884	22
15369	22
50824	22
42343	22
44897	19
41439	22
1361	22
29224	15
39786	18
31226	18
20870	22
10938	17
4707	18
41641	19
45309	12
6454	12
25660	13
27756	13
18904	18
16989	19
34230	20
47257	22
39473	12
29987	10
55884	4
30594	19
24468	18
48309	17
9941	22
19065	22
50003	35
26914	18
56234	18
18828	20
54581	22
39312	19
44226	17
49940	19
7532	19
52239	20
17825	22
49358	19
30486	19
14076	11
52469	18
33411	16
9894	23
11903	19
19391	10
41382	21
56646	20
51300	19
45160	11
32004	11
45473	18
12010	17
47217	25
8514	22
47168	25
48500	32
55580	43
37276	13
54810	23
36724	1
31264	25
19760	25
22512	22
51294	22
7541	25
23189	25
41329	22
23151	21
36586	16
46592	17
45766	19
57403	24
45601	28
10597	18
5683	19
25110	19
41663	19
8018	19
8374	19
3435	19
1149	19
37572	19
3301	15
11217	19
52035	18
22880	19
18478	19
32700	19
35186	18
36944	19
56722	26
27813	19
4093	20
45841	19
1372	18
23480	18
19432	19
26514	18
47330	19
46934	10
47053	14
35019	18
48477	17
40864	17
43534	6
10367	11
52274	16
43478	16
40627	22
33326	22
26645	21
20381	19
19063	18
53935	19
19210	19
8442	18
43769	14
27236	19
43688	15
34592	29
55496	17
4789	17
39962	21
22274	33
4032	20
19922	21
36998	22
53839	44
35377	19
36596	17
19636	22
42653	22
20705	20
38807	35
9617	31
57213	25
54769	19
34551	14
39753	19
39283	35
37447	18
6906	20
47621	19
9205	18
1616	19
54839	22
44991	22
52514	25
56814	22
40510	19
10534	19
45989	19
48442	19
51409	14
43210	15
51560	19
20942	32
27109	19
51911	19
9184	24
40405	8
6962	22
29044	15
51557	20
22795	25
54206	19
26354	22
18215	22
14804	21
10717	22
15028	19
56261	18
34609	18
11554	19
24111	11
132	23
3038	22
22851	22
17869	22
7539	19
21608	19
29250	22
56106	12
37336	17
56535	19
6276	21
13954	18
43100	22
57122	22
40526	22
24729	24
19138	24
18116	22
43758	21
23903	25
55078	22
31036	22
44776	21
35818	7
23358	13
55523	50
25330	15
51922	11
37305	8
32421	21
16163	22
8775	15
49167	21
10307	21
30314	22
19869	21
15582	21
56665	22
29845	20
11902	24
2634	20
45984	19
10922	15
18313	16
55592	21
52899	9
15284	25
12518	31
8482	18
55744	19
17729	9
38818	12
14370	15
48176	12
312	18
44199	21
25300	22
37883	22
18589	22
23276	20
44102	21
52639	26
17709	22
28946	19
53172	18
55117	8
25181	8
54149	10
51505	36
22188	19
46312	18
54426	19
30815	19
48864	7
46706	9
26002	14
31965	12
12788	23
4228	23
39693	19
57948	19
9035	19
43764	19
25779	21
54173	22
278	36
6859	18
15972	13
43755	19
39297	15
26075	3
14977	11
53418	17
34248	10
50188	18
48738	18
39694	6
35713	28
40207	25
470	22
40738	19
26987	22
41675	19
19437	19
43230	19
28850	19
36052	16
6103	19
54095	20
19215	20
25424	9
24192	11
44761	9
20302	22
46331	31
3777	17
8559	19
2322	20
24165	22
46912	20
34822	9
41952	4
42862	18
30190	42
17627	48
57944	20
57007	19
22892	18
47220	16
1031	19
16860	18
22173	19
17446	25
8310	19
36924	19
10049	19
22345	19
1091	19
39472	18
27620	19
31747	6
12401	7
771	10
39500	9
8455	11
37675	16
11614	22
3818	19
11275	19
28162	19
18845	22
27062	17
10075	17
31773	19
53086	22
25192	20
39006	18
57540	19
22122	20
49671	21
8491	14
4604	19
29239	22
29910	22
25891	24
21555	14
56451	19
1898	15
8938	17
25759	19
57657	19
20162	19
5532	22
143	22
47071	22
50497	27
3299	19
2385	19
36578	21
48572	19
4692	19
33773	19
39666	19
37049	19
28007	19
53545	19
36732	19
14865	20
47961	20
42916	17
5753	22
30968	22
31695	22
6544	22
12712	9
27142	21
39806	23
21990	18
51960	19
285	20
27886	24
5346	20
15054	17
27346	17
5974	18
11457	14
29789	14
55643	19
36269	20
5853	22
5455	22
37919	22
32201	22
33155	22
42866	23
21511	22
15778	33
43448	14
23407	20
52727	22
42895	20
3949	22
29578	22
3849	15
46862	22
47295	22
45864	18
31488	22
47023	20
6763	20
54946	19
7114	19
22518	18
6733	22
31726	22
55059	19
13944	25
30900	19
24334	21
30971	21
6363	22
58246	19
14176	31
452	18
28413	21
30129	21
8316	51
50201	15
7196	18
22062	21
11124	32
55914	11
54437	12
35217	11
1584	22
14721	24
51581	24
48777	20
4113	21
51369	14
55634	7
58089	29
19557	20
10793	16
25813	22
6800	11
6708	9
46958	9
42581	16
19164	13
6094	10
16934	10
5366	17
36605	17
45852	21
9221	19
25286	19
30318	20
18220	22
2260	22
4088	18
35207	27
27255	24
39830	18
54027	17
19568	15
10981	22
5839	22
23914	22
20215	22
53227	3
41696	5
23330	22
51730	12
6878	18
329	31
25018	24
28886	22
4967	14
55857	16
3209	20
35163	22
29773	31
47532	19
55704	22
12831	28
11255	22
10181	8
34651	21
38958	22
23254	20
12214	22
41673	22
5824	15
38263	9
48772	9
32610	9
38162	10
3868	22
31003	24
4927	22
50914	8
8744	17
32391	16
30711	11
18438	11
37472	22
3048	17
35112	18
46345	6
31088	27
30795	23
21022	19
39264	11
27382	18
37732	18
54735	19
22044	20
2432	18
49574	18
45262	18
47340	19
9768	18
11927	19
20462	19
55771	18
7217	19
40193	19
34270	19
37877	19
58238	18
30768	19
21094	22
25499	18
51126	14
26953	19
7524	19
42419	10
52432	18
38053	19
31041	19
8895	8
47771	22
2454	18
30407	11
40020	22
50471	28
12959	16
25341	19
28870	19
5857	19
26317	19
17768	19
13612	16
27231	18
592	9
15129	11
26010	19
15900	10
41449	16
50256	22
43078	12
35287	18
35484	16
19496	16
49565	17
18980	11
21833	12
39135	19
40883	20
33053	20
52784	10
25211	10
43391	9
6805	10
27002	7
54380	7
9013	24
3817	30
54342	25
32154	21
19384	22
13671	22
38942	20
58236	6
33975	18
34753	13
2302	22
50895	10
5209	10
712	8
18842	20
45188	14
40243	22
45033	22
56081	25
34526	22
26361	22
20680	29
31938	24
42564	11
40794	20
36878	19
47434	17
20425	17
37560	7
19588	22
32696	21
30079	21
5545	33
9542	21
9962	22
13338	18
21506	19
14532	22
17545	17
8292	13
20283	19
52496	19
835	22
17928	24
57600	22
39385	22
2030	15
6335	19
45079	22
10278	90
21743	18
33824	47
32333	18
55790	21
33374	22
11690	22
7659	18
31878	19
36669	36
23091	19
58126	19
14808	19
6542	19
30803	19
36017	19
4730	17
57459	19
20914	25
40585	29
30012	19
16601	19
24182	19
26667	21
54724	20
53721	22
43579	7
25844	15
57189	21
30548	22
12461	22
2580	19
7795	17
44228	18
38296	19
34954	18
14729	19
40803	19
30383	26
38213	19
4527	22
34111	22
34161	22
8042	20
29024	22
34137	19
10221	18
57450	21
4499	20
33873	18
21519	19
48396	15
43144	19
50630	19
44255	19
29702	19
43533	15
5669	20
19578	22
28146	22
33496	22
15846	22
9282	15
49526	22
3568	17
56354	20
49535	18
22736	19
161	18
35986	18
37522	17
16227	15
20579	11
34641	17
15005	19
29319	7
34737	19
4410	19
10954	19
25139	18
23305	21
5719	38
51660	28
22896	16
58210	12
15658	13
51588	10
33439	13
10673	19
14681	19
52707	14
41178	16
5103	10
47662	6
57390	13
19542	15
49768	15
803	18
53724	15
29652	20
44313	30
46762	18
55940	14
57972	16
15297	21
20279	19
10997	16
39581	16
24407	19
51252	22
23526	19
52855	19
3315	19
53047	19
36075	23
33126	11
57865	19
31182	19
20747	19
26241	19
2190	20
11770	19
1774	10
36538	22
8411	18
3554	16
41883	18
20830	19
48990	19
58096	19
53902	22
47579	22
30086	12
46051	20
3427	22
3012	13
10129	7
31459	17
17951	19
45898	19
26207	19
20724	18
56969	18
53612	19
28507	19
28824	19
44944	19
17599	19
20128	25
57073	22
6526	20
30688	18
42462	19
4323	16
46896	18
33093	19
29435	19
29331	16
29576	19
48162	16
22770	18
19948	14
14691	14
28243	17
34298	14
6465	16
50012	22
55727	27
3904	22
26059	15
35118	15
17583	18
36521	9
32403	25
22545	14
52298	16
28055	18
4666	19
11610	19
26526	20
33025	18
8191	22
53938	14
11689	23
17864	9
13484	22
56615	22
13133	22
18157	22
14141	19
49401	19
28427	20
18920	22
46377	5
4250	19
30242	19
49319	43
40179	15
36933	15
16409	15
41899	16
53300	17
55412	22
50628	21
33490	21
7987	27
10578	10
46824	13
1389	16
57870	14
57561	15
19010	14
50174	12
27213	24
42783	19
49161	12
35206	11
47264	19
37383	5
3147	13
37353	16
7009	15
21501	17
57237	9
32217	19
10758	22
57302	19
56111	19
32135	19
11135	19
31461	15
38	19
44527	19
8448	22
11348	1
16477	4
22307	5
40191	2
28230	4
58270	7
13260	22
24285	22
22861	22
21295	19
46994	11
46358	18
20961	21
9012	24
50204	22
2086	20
40958	23
1511	20
16428	53
24006	34
25665	10
31850	17
46677	35
22657	20
2326	22
39153	19
50173	18
16451	18
34026	13
38164	22
58133	18
30960	22
34080	21
44668	17
32271	44
29695	20
47349	19
34971	20
1125	20
27370	18
5239	24
16178	15
52187	19
51950	19
19930	7
15417	18
29289	19
57904	11
47243	18
56667	12
39599	17
34451	17
7193	18
30403	18
21226	17
21680	19
38266	35
36653	17
39329	20
9841	20
38119	38
11872	18
15581	22
40811	6
34211	19
30420	19
35269	22
30659	21
41565	8
53284	18
4683	15
51597	22
41074	15
10842	15
50450	19
34759	15
36979	11
9424	15
13968	19
26450	19
46216	17
901	20
24970	18
48078	19
10924	13
48243	11
9858	15
6525	15
25531	19
36071	19
40082	19
36845	19
6507	19
10269	17
42514	16
13861	19
7685	10
21140	23
9699	21
34223	22
29130	19
44049	19
47999	19
28357	19
56220	22
42255	22
41348	22
38049	22
44910	22
26993	22
20797	16
50496	30
54650	26
16628	22
9785	22
47804	22
33148	22
56468	22
45349	22
44355	25
49453	19
25087	22
27319	22
11823	22
24919	17
42191	25
44522	12
29530	19
52502	18
7744	22
21558	22
57422	22
58197	22
39200	22
37306	19
46690	18
4059	10
49592	9
54096	16
50465	18
53292	19
243	18
12075	19
57146	19
2176	19
46565	19
32511	19
32875	19
32215	19
45940	21
18009	46
992	26
13625	25
8848	19
48336	5
34012	19
28154	6
27345	16
54830	19
14336	19
52533	19
43716	17
52519	17
17516	29
50958	21
7587	22
54729	19
57208	21
9972	19
808	19
30723	7
36534	17
58222	19
45348	18
26925	19
16697	21
15430	19
45144	19
52716	14
40325	19
3235	19
42979	12
20693	14
4378	15
6167	19
8543	11
4452	19
45978	19
47005	15
30347	15
10486	10
12028	26
42990	19
51936	18
49048	24
21282	19
29865	17
57032	15
17697	22
47816	22
50061	22
53450	19
5607	20
41017	22
55291	22
4108	22
30656	22
43504	22
34438	22
9759	22
31308	22
7561	12
49211	24
16210	23
46579	19
19102	19
15943	12
22723	12
56763	20
27021	20
26441	20
29934	22
36062	24
55448	20
34460	19
7004	17
8540	12
1692	18
46199	17
55281	44
19839	22
32999	15
39743	42
14081	19
31008	14
5186	19
29265	19
20192	19
33448	17
50433	19
40170	16
54556	19
31441	19
57480	19
36043	22
4587	36
18356	19
55616	22
25264	24
19304	22
8019	11
20729	19
9490	19
55128	18
42598	17
30572	19
48304	19
55761	19
8833	13
46267	18
44694	17
14551	21
44283	19
25712	21
39686	19
23371	24
17391	24
33789	19
10447	13
47596	13
50969	13
56541	18
23756	19
22539	19
1897	19
44703	21
41927	22
2247	22
5033	18
58375	18
41617	19
869	21
33369	17
30956	19
24749	11
47605	7
2934	5
40141	18
48525	17
46672	31
18564	22
44951	5
31271	21
27576	14
19232	17
5312	18
12753	11
49879	9
21120	19
18187	22
32996	17
14037	9
6669	10
47615	20
24053	22
7503	25
17388	18
52314	19
19416	13
42086	17
40444	18
51747	19
35463	41
9639	10
34675	9
52093	23
55219	19
27508	18
2769	19
16758	19
14844	23
3525	19
55408	19
23373	19
31869	20
21881	19
1237	18
14455	31
18645	12
34265	15
48647	22
16798	19
50129	22
37199	16
2366	16
26662	19
27683	21
26855	19
9023	19
51633	22
55380	23
12048	7
35881	19
38483	13
34985	22
2499	22
51833	21
20153	19
9457	19
53279	18
52890	19
53022	19
28258	8
53070	40
5370	14
40138	17
10692	16
55827	19
33842	22
11439	22
5034	11
11590	11
34795	17
15989	11
42720	22
23832	18
38768	15
39228	18
51164	24
57751	22
44392	20
26203	20
52505	17
32254	19
28683	19
20718	19
2659	19
5457	8
13465	10
54984	19
54764	9
14715	22
47781	22
48221	24
1495	13
47481	16
22927	12
54820	22
656	9
16250	16
44736	47
21831	18
11093	17
23128	11
39687	19
7886	6
15672	11
48824	12
26013	5
22678	15
50697	18
10716	19
21367	19
27064	21
53797	16
40915	9
31475	18
17713	17
54934	10
7705	22
27501	10
10672	19
8450	22
48292	18
27136	19
1333	19
16047	22
40129	17
16703	7
51512	15
54995	18
8026	18
42827	17
22468	19
14696	20
55680	10
52180	22
22963	22
6570	64
41910	15
54874	13
9249	19
44215	37
50665	18
31748	21
48043	19
47372	22
17142	22
18071	20
54389	21
33670	14
35760	13
41702	17
20486	39
35883	22
4454	18
38117	16
56805	19
22953	7
10206	10
29943	22
42275	22
20906	17
35586	17
288	18
35264	18
27934	15
3974	2
11371	8
17147	3
30112	6
28404	8
42084	19
27770	22
57898	23
54849	22
34632	22
57884	22
22436	18
54770	19
48859	18
24331	18
26118	22
3659	15
12830	10
10947	19
34991	19
5284	21
14018	22
22520	7
4135	10
30062	20
10184	20
35932	19
53107	16
49961	12
39618	18
31672	19
22452	17
39958	19
40666	18
57931	19
38950	20
21720	19
2224	24
41028	14
17445	18
25288	17
30578	15
41885	13
17231	10
18614	11
50115	10
13477	19
24567	18
56287	19
23035	20
26643	19
19727	18
5760	22
5875	19
36881	19
32860	19
36167	53
39970	19
27412	19
36111	19
34484	20
58175	20
35603	14
46549	18
40409	22
44111	17
37248	10
53472	6
38855	14
13644	20
53447	14
35168	19
28742	18
51613	17
40564	17
26083	13
31888	18
46983	15
55664	17
18008	15
51577	18
29416	18
35459	11
32418	19
35628	22
24090	19
47335	19
24044	22
39549	22
51065	16
42656	12
51288	10
16992	14
26601	17
46396	21
6756	19
28814	12
11775	12
55881	12
45120	11
33380	19
5925	22
43164	22
56561	22
43307	19
28298	19
8057	30
52546	20
52641	22
45292	19
25433	22
18369	8
15693	5
17392	12
38622	9
46636	9
38750	20
32033	10
9881	19
41822	22
7155	18
31057	18
30256	18
7224	18
41299	18
10469	22
15761	19
26994	16
57798	10
32890	22
36585	22
24759	14
57150	12
44396	15
57016	6
47221	11
45956	3
48158	6
46559	39
45067	22
21027	22
15355	22
36031	19
33590	19
58076	19
53984	27
39444	21
17223	18
29470	10
57024	12
55427	5
4856	12
36112	9
27973	19
40355	19
20855	19
49101	16
39320	12
36583	9
36734	18
550	13
50770	19
8612	19
45882	22
55845	19
16272	21
14029	21
1863	22
40247	20
55576	20
57909	21
16923	21
2637	15
10288	9
55100	5
166	22
594	22
36168	25
23221	25
44171	22
36380	16
17236	14
15153	16
51651	14
49499	14
49809	21
8564	11
56137	16
29782	19
39505	19
30203	18
3331	19
43052	19
21054	18
29210	22
30277	18
29345	13
35887	18
41406	22
56333	22
38086	18
58309	21
8816	44
5909	25
28857	18
2060	20
107	33
2293	22
28248	30
47805	20
46357	22
20945	20
58225	19
32828	15
15639	15
20517	22
54024	22
13836	22
4588	11
8772	22
42284	21
6791	11
12707	19
58005	17
55633	18
40997	13
36931	13
12519	20
14216	20
7292	19
57794	19
29677	22
41440	22
28203	22
25070	22
21260	15
52781	19
564	19
41061	5
21278	7
18414	6
31189	6
16396	50
40913	12
4960	13
4304	19
3200	20
14961	20
5993	14
16016	12
26394	14
2950	22
17590	19
46468	17
26078	18
16567	14
50358	22
31407	21
43929	21
49135	22
638	22
6769	24
19706	22
29913	7
46012	16
9251	12
45177	19
58269	19
37589	19
48808	19
47114	4
14199	16
17503	23
53807	19
16487	10
42281	10
13613	17
45974	22
1169	13
43621	16
40513	21
56379	22
29648	21
23507	25
44179	18
15949	4
46372	21
27913	22
1604	15
49476	14
6864	22
13741	19
33177	22
50903	34
44126	17
25714	17
36811	18
51746	18
54077	19
16693	19
6367	21
8688	22
51424	22
47774	19
34881	18
4746	19
43876	19
10085	19
18561	19
22578	12
18143	18
45299	22
26894	20
19565	38
49415	14
49973	17
47663	15
23252	17
23904	16
11083	17
38989	19
52219	19
30259	19
23316	8
1318	22
17810	20
4214	5
12861	9
36140	10
22741	5
32022	11
27925	22
46166	22
38291	21
44372	21
42326	26
21714	19
12407	9
57850	11
4608	21
15990	18
47017	22
13988	19
47742	23
36994	20
3981	19
41293	22
56480	19
10141	16
46010	19
11608	22
19624	22
19698	22
53309	17
30809	19
57652	14
16491	16
52319	14
35976	20
27149	11
34241	17
41091	22
15902	18
20982	18
52284	21
56299	3
36419	18
263	17
52427	19
22305	19
34220	20
35873	25
3516	21
37609	18
29601	19
15703	18
33302	18
17033	14
39947	22
47133	22
16183	22
41233	17
47210	15
30615	22
51373	20
23081	19
24092	22
31425	21
46509	22
28177	20
54007	22
51679	21
31875	22
19792	21
52097	14
12479	19
26340	19
19825	10
42316	14
39337	18
16006	18
57622	22
17659	19
19583	19
14464	16
37170	16
43561	5
8174	8
48483	8
9530	8
31807	14
13045	11
11290	12
12937	12
24359	19
52789	19
29722	9
13302	18
33260	19
46455	14
15907	19
47698	10
33043	14
23268	16
56816	17
40746	20
46342	22
39390	21
12230	36
43812	19
32009	22
20479	19
36108	29
21222	21
52119	22
47660	21
36266	22
12689	22
56459	19
2581	22
45274	9
37363	27
37616	22
29766	18
2974	12
46755	17
1243	12
28812	8
51250	22
38740	18
9395	22
47910	16
30813	13
32335	17
12978	17
7433	20
42218	22
2160	21
13538	21
19823	21
44181	18
41831	11
4053	7
41823	2
32943	19
48675	19
2969	19
52551	47
38990	16
1665	18
25047	18
4766	5
45856	19
24702	22
23158	22
40107	21
20722	21
48766	12
4774	16
43556	20
57611	21
13194	14
6732	11
51756	17
12374	15
36397	19
19388	12
22933	10
30470	16
50154	17
13171	20
44667	18
31774	20
10942	19
27211	19
9818	22
11291	20
35277	18
6797	21
55710	19
8823	15
54841	19
31612	24
6455	19
272	22
5922	22
23716	17
11249	19
55364	28
29368	43
38832	22
57206	19
47952	12
42179	18
531	17
6681	16
14225	16
3393	17
34712	22
40421	18
54605	21
44279	18
51101	13
31172	18
33356	12
33917	22
25354	13
21961	9
41170	17
23401	17
14206	21
26294	16
41913	20
14789	14
39477	20
34125	12
964	17
18113	19
9152	10
47401	11
15320	11
18316	10
15405	18
793	18
13948	17
8415	18
40878	18
40215	15
7686	17
25096	21
13331	21
6837	17
30673	22
48332	24
33972	35
11460	18
38611	20
7101	20
43843	28
4568	19
8963	11
4630	17
20039	19
5765	16
9195	18
10106	17
42909	17
38823	22
47	22
2875	19
29696	19
13126	18
52311	14
51635	18
16899	17
44311	27
22612	23
56113	22
25517	18
18558	22
34383	18
4565	18
39551	22
58062	13
30680	19
53017	18
29674	17
53937	22
32157	20
29791	19
44608	17
15126	20
5596	12
57095	12
32652	20
30138	13
43212	19
43967	21
53178	20
25585	22
302	21
25095	22
51431	19
31929	25
51885	19
22369	20
8951	22
16843	22
31075	22
38352	18
42272	19
11209	25
39707	18
9337	18
47510	19
7462	22
10562	27
42436	14
10913	14
8684	12
42947	12
38699	16
29304	16
53842	19
19579	19
47008	18
14615	18
46472	19
51222	19
26623	19
9276	21
20769	22
20129	22
38593	22
26977	17
11204	15
31012	41
24937	11
45061	10
25437	18
49157	14
20549	11
36159	20
18006	20
53232	17
54423	17
32137	15
20790	15
10140	12
17759	12
18838	8
46298	7
1580	21
16125	22
32159	16
25191	15
40827	14
16280	11
18728	12
56212	20
25383	18
54640	22
28971	18
10749	18
40022	19
41530	16
19244	19
45154	19
55245	19
29156	18
11383	8
57514	14
9183	11
55591	18
37959	19
261	11
47205	15
9582	16
17135	22
58298	26
31056	19
54166	18
6082	21
53787	22
35271	22
21508	25
22145	20
27298	18
44835	21
12083	22
56138	24
47543	21
51463	18
25148	11
19731	41
20231	22
56628	19
39765	9
20441	15
47573	19
41093	41
43924	24
35913	21
53390	22
37043	21
43136	19
27048	20
19470	20
7421	10
34558	17
53605	10
41331	22
43669	17
17887	17
26944	26
12263	26
25626	19
32515	8
50170	9
50343	16
20593	19
10929	19
54113	19
3273	53
47404	22
9534	20
21951	19
41806	20
45233	17
9649	21
57621	27
8990	13
56314	12
49722	25
57048	22
57712	17
13657	16
37269	12
36687	20
9638	20
46612	25
51233	24
20642	16
11676	22
49938	22
20559	22
13548	19
1343	16
55438	18
13551	20
1655	21
1881	18
21561	18
37217	22
25459	12
2267	12
17939	14
48323	20
27614	20
54931	17
6059	18
31069	21
29448	22
44444	17
51418	22
41572	19
35428	19
23118	18
25961	19
48631	15
28320	11
33967	18
5214	24
1364	29
47691	18
17591	21
47435	19
20416	19
7853	19
58173	13
1609	10
7077	10
10884	10
53925	22
1329	24
35814	14
47817	20
38801	15
16760	10
11673	18
43655	18
8692	19
53966	18
22767	18
21888	24
17831	16
55777	19
57877	19
2961	17
21799	22
22005	21
25741	21
46066	19
21963	18
46619	22
34814	22
9307	26
13111	26
21156	22
32381	22
38859	22
7553	22
31484	16
43877	27
7916	19
1344	22
52099	22
15109	22
34524	31
53400	16
13539	19
5827	18
27717	19
30089	19
27959	11
53458	9
18018	19
45449	24
7455	24
26391	12
26801	16
42270	19
19719	19
29093	22
33711	22
44318	25
45851	24
35049	22
2981	20
1960	10
30017	24
41394	18
11695	16
20677	17
28592	19
31059	18
5349	18
48886	17
18192	17
37596	16
892	18
50521	15
33930	12
56668	18
35955	27
41664	12
14332	22
17316	20
56210	15
14529	18
18584	18
45949	10
29388	10
3727	19
23245	22
55045	12
5302	22
6155	19
30648	11
52017	17
53463	11
6991	38
25701	19
11555	19
37494	19
38328	7
23886	22
28570	18
3793	11
56431	19
36697	12
27610	24
41442	17
38405	4
30108	21
25245	22
7895	23
29468	18
15431	17
56504	17
23967	17
19629	12
40011	18
2208	17
32302	19
57174	19
46194	11
5242	19
20286	19
23450	11
6846	14
52740	22
26897	22
49749	22
7306	29
24814	5
43225	24
13519	19
56711	16
18603	22
51981	19
208	15
15091	21
7844	24
21088	19
31786	15
33482	7
46890	22
13096	20
1033	18
3222	15
58184	17
52613	15
33557	15
50333	17
53057	20
11495	17
30913	19
30681	17
4415	19
47368	6
1558	8
18144	18
22870	22
28354	10
28876	14
31710	4
7334	1
11328	20
46638	6
57631	19
50067	15
909	13
21354	20
34378	20
34849	38
2889	22
21098	19
28446	15
28065	22
30480	19
16490	19
16265	18
1855	21
46776	11
36623	9
16727	24
43615	20
28882	19
30601	18
8089	10
466	13
10937	13
49686	24
54672	21
18086	20
41711	22
51180	2
55703	4
16323	5
57447	13
41722	14
31814	17
57031	25
11277	20
31533	16
32496	19
43484	12
10739	18
24552	9
18826	23
7984	16
20552	19
15040	17
13216	18
41622	19
7813	26
5127	20
25342	20
13976	21
27056	22
38096	15
28368	22
3576	18
26762	19
45064	25
58372	20
50976	17
10883	16
6221	15
49838	9
6644	12
20258	8
32463	13
21840	18
28800	22
24695	21
49648	20
20330	17
49729	17
11611	16
14896	13
5261	22
18860	21
2721	21
4819	20
32478	19
51883	19
31270	19
47649	18
36015	18
19266	18
36191	18
25881	21
55140	19
32144	19
45843	39
2363	21
46344	21
22640	31
4622	25
5721	21
16775	13
29143	18
53489	19
56508	22
48701	11
45105	19
19802	18
30106	17
49780	17
10940	18
46980	25
39829	19
41460	19
55269	18
21193	51
9279	9
50235	21
22626	16
47191	10
26220	16
5195	11
46088	12
30683	17
42588	14
5351	22
36651	22
43867	21
45282	21
42621	36
6931	22
3452	19
3060	22
50461	22
33333	14
11698	13
24642	15
30110	22
53960	8
48714	19
203	18
7043	20
55455	18
15396	10
47267	7
18374	22
18466	19
47272	19
6762	16
45457	20
26501	18
56267	20
27556	17
7431	20
28365	18
44895	3
52566	20
39650	6
55893	22
48143	19
22944	12
19754	3
5401	8
52656	2
23796	22
57477	22
13525	11
30696	11
40998	19
30512	19
11196	19
27121	22
36384	22
36991	6
44074	18
19951	16
42585	19
50558	19
41975	22
30374	21
12526	24
28274	17
26476	22
10207	19
39917	19
31951	19
54135	14
30503	20
47228	22
13366	22
11367	22
43880	9
6360	19
29354	29
32449	19
2298	18
982	19
9068	22
8276	15
13129	19
26359	19
44338	19
30875	9
35178	22
38260	26
8913	22
29985	22
36911	19
31956	22
28089	22
53255	22
8031	18
10881	18
54544	18
7444	14
19275	18
4464	18
9661	18
35113	15
35320	18
13147	17
27821	10
40932	16
12779	15
52142	13
26009	19
38471	17
32632	17
29551	18
25318	18
15867	6
56951	16
33580	12
6325	14
43638	9
23159	10
694	21
54466	7
44400	18
8478	17
40743	22
6045	22
29524	22
27022	24
44204	12
30936	18
31678	22
44267	22
43074	32
38184	19
38572	16
37277	10
39646	8
32559	20
49277	10
56517	2
49196	18
948	19
32390	19
24791	21
5344	22
14549	19
2217	18
9265	20
5254	14
56295	18
44509	21
47590	20
23250	18
50424	18
16281	13
27623	17
45382	19
42014	30
257	23
46093	16
57264	10
2479	16
31784	19
45165	26
51279	21
40311	22
3351	17
57908	16
51956	17
33956	19
18849	20
14330	22
34482	22
51971	12
47869	16
11718	15
45324	18
17085	14
45475	12
25858	26
26860	25
9879	14
33432	15
711	14
58283	11
8673	20
36783	21
21032	22
39606	22
24698	22
21912	22
26033	19
45569	19
43650	11
15838	16
31058	22
18154	19
4970	19
14385	10
32200	12
39900	18
37162	21
10516	22
47777	13
47055	20
39215	17
22093	22
23092	19
43255	19
8504	21
39451	17
8006	28
33336	28
51281	19
1045	22
10759	19
8729	19
32341	20
42433	22
15093	22
13730	11
22883	19
31111	8
14019	22
10535	2
48029	5
11988	2
33626	7
16883	16
9234	10
41485	11
39932	14
43449	20
45450	16
52348	19
41487	18
30218	8
27924	20
28117	18
18015	22
31397	22
15411	19
44427	19
56350	19
12957	19
32677	19
25099	19
19978	19
38616	24
37343	19
5628	20
17368	18
23032	19
13460	19
46400	20
47519	19
25855	20
7191	19
6693	19
40211	19
25434	19
7581	19
37718	19
54559	20
32987	19
56412	18
46393	20
3230	18
51876	19
34164	19
49651	19
14660	10
6923	22
30871	19
51678	22
10517	20
53692	16
39485	22
43770	17
56209	16
57720	18
40346	11
19826	13
4313	23
7959	17
34594	18
15394	22
48595	22
10299	27
24612	24
51755	16
17296	18
46886	11
1145	13
57498	11
43761	24
46027	38
36038	19
17622	14
739	22
50688	22
2474	47
3906	17
3484	3
6597	13
19327	19
22874	21
38339	41
3957	19
29875	19
55541	19
51699	19
58362	20
34872	20
12749	22
1320	22
18201	22
46315	8
46427	19
16553	13
36873	16
52392	16
610	14
611	10
18332	17
30793	21
18016	16
10456	19
7083	12
22974	11
21673	18
45049	19
57001	22
37273	14
44654	17
19377	21
14278	13
40078	14
32519	15
44658	15
22488	19
57197	20
32111	20
5066	17
24962	13
35466	22
6402	13
51724	23
54870	18
49352	13
24025	18
49846	22
22308	16
2059	22
33015	18
56640	16
49878	19
27528	19
54993	17
30619	22
12215	22
26382	21
41924	19
23191	21
26742	9
41720	11
21819	27
1043	22
23256	22
52406	16
45803	20
54371	15
36125	13
29336	19
51604	20
16906	11
54488	18
42602	26
8999	19
36557	19
9817	11
17476	21
24297	22
43885	22
32282	23
1353	19
3457	20
49540	18
26221	16
9990	19
47724	11
11375	12
12298	19
57347	15
50137	36
6345	17
40205	10
7397	6
12011	16
16598	5
21892	7
37521	9
10090	4
29988	22
58094	18
43119	19
3847	11
37916	22
56311	18
248	19
39338	16
26701	17
34485	19
