node	degree
52345	35
42984	125
51946	57
2345	103
14051	13
56346	39
15042	69
3192	64
43554	50
26958	28
23383	38
2828	20
24938	16
11496	34
50875	38
44116	65
55811	48
12385	31
14063	213
53731	68
29290	63
43641	90
43866	16
3116	106
50165	82
935	66
44194	51
55178	51
12686	107
54339	102
48629	214
896	233
28195	112
5029	117
10051	31
47010	138
37452	31
12049	39
29577	22
57218	79
20259	225
2628	37
6245	40
38949	34
36329	2
47588	37
49997	66
48628	34
5712	48
16453	18
14151	35
5144	28
51194	126
34562	80
41990	95
39271	53
47789	51
19441	51
55738	32
27678	405
10651	21
25189	32
39186	63
6613	61
6241	10
41594	68
18097	117
8481	51
52757	16
44360	26
44567	18
38429	11
55164	30
44107	27
31704	30
44122	36
8797	67
36813	16
23062	23
27404	51
47338	30
9170	51
32948	74
29076	100
1810	96
5475	67
9178	12
33262	43
58053	54
19549	65
16506	37
53201	30
31023	63
6015	32
48627	56
25782	119
2912	87
25473	45
20845	96
13609	38
35279	48
31188	24
31846	33
17069	42
4801	53
40253	61
52818	75
39248	49
31204	101
27034	45
742	29
9824	120
17048	54
8964	74
43427	68
36957	37
18004	70
4894	34
43039	113
57407	85
21199	58
14405	64
1985	63
49739	68
16107	73
48931	65
1856	94
40009	171
17285	97
48681	32
44239	27
14323	18
46797	31
5976	33
56024	155
39359	76
30319	33
9010	281
11201	275
56010	11
4689	48
51019	79
4273	8
46456	90
21382	27
24484	74
27630	122
36771	32
47322	49
34995	13
47069	18
1632	34
28740	23
56420	26
27763	34
57649	231
12292	296
49867	65
50043	86
46519	102
4443	77
42449	460
4846	84
25995	83
24701	98
18410	98
49971	53
9966	50
14298	239
15560	89
50783	29
28622	114
18290	67
6924	67
39106	59
17016	227
39611	89
25999	92
25935	37
51196	44
42750	70
26172	70
54549	201
33357	461
53231	40
42001	22
23090	60
23544	56
4360	29
26214	128
743	32
43442	80
43309	84
57343	19
5533	19
15030	94
3030	63
10132	44
15156	113
51490	40
31017	13
37298	1
39152	11
30951	39
23288	36
46773	68
36335	38
53775	34
3846	57
28383	57
646	37
44073	72
32520	131
23599	12
16400	26
43242	9
29692	52
29034	109
57047	29
12901	53
52725	23
17774	193
34496	12
28729	50
54590	46
38300	68
11708	19
56553	64
25600	35
41554	39
55166	29
31908	17
15557	39
27930	13
21409	31
13325	102
47502	38
185	15
6253	18
8931	34
49452	63
51995	59
52275	35
8163	29
41960	32
42077	156
21593	24
5793	32
3337	69
13323	111
39126	29
22856	59
4016	495
1787	136
5212	97
3669	48
38767	63
40882	80
50961	74
25331	156
4046	70
40841	53
10071	68
49577	80
8173	96
46004	39
24886	52
9440	186
3150	11
19209	58
45045	104
31312	100
17468	61
2166	79
4060	50
21064	55
35311	201
45403	111
20771	97
38321	85
16325	48
7714	45
25177	72
28996	48
51242	50
44026	74
26110	253
53892	50
26945	33
43658	37
7208	44
13497	24
3057	25
39818	59
28606	17
7327	140
12313	16
1668	44
6067	68
51128	22
3032	90
24493	45
16919	9
40470	15
13284	12
1441	46
37401	19
34430	38
11499	79
51263	73
12444	61
12286	41
44925	21
7384	43
14109	54
19667	38
48150	134
22330	39
11843	56
19267	50
22189	58
24307	49
16060	62
54821	31
30753	34
9904	22
33624	14
8846	19
57361	47
50537	12
25771	75
46346	11
12229	22
55488	10
20461	19
12738	20
46515	157
17428	91
27721	98
7639	77
36492	171
50432	8
49784	31
27452	31
7430	31
43486	24
31663	48
11869	22
34409	141
58117	160
7497	155
20378	49
30575	109
16393	22
30220	53
15289	34
53588	50
38251	217
25365	95
3028	156
546	27
56528	28
27505	33
28798	28
19895	26
38313	70
24996	11
18407	16
40934	23
36654	24
56566	24
56421	7
14277	24
55968	34
13335	115
6114	124
25503	48
50285	58
5608	12
20237	7
48445	16
48638	48
54169	99
40535	144
13844	18
34616	46
12291	74
42786	77
55179	98
26290	107
46502	53
11648	100
54505	22
35895	43
12503	34
47270	58
23193	55
56151	39
41150	24
17480	73
39632	44
24005	97
16472	20
40294	64
44915	103
16562	47
5730	59
40433	23
27245	65
6828	64
8828	30
423	74
14247	76
38283	73
56478	143
14787	339
54076	40
368	57
10082	34
19246	73
45367	46
40315	90
43083	85
35088	26
52230	39
37815	42
28269	58
56341	41
22032	32
58344	254
53096	89
43913	299
54398	61
57453	123
32177	34
12446	85
43934	51
20589	45
28	48
53802	50
8809	123
42934	89
15034	73
33880	319
28497	131
32956	25
37027	37
19236	58
51239	139
32440	95
12530	99
7682	115
31410	72
43041	47
43914	66
2154	90
27587	23
45768	80
27379	102
11817	218
33921	67
15970	40
1229	37
14002	35
36955	34
33577	32
30216	107
33708	82
27450	50
28621	60
31129	48
23270	131
57916	52
637	82
1633	9
37592	65
29031	110
1365	35
58286	32
30169	38
7471	15
1982	54
6230	97
47602	53
40772	85
56133	37
9297	25
27733	30
40100	86
30088	27
3872	55
6928	88
32490	40
24397	58
5300	50
31050	272
58315	76
6736	103
4779	57
49425	23
39220	21
18555	90
21257	46
44259	51
14845	59
38286	74
7867	89
6580	476
3112	106
56399	77
32569	78
39099	86
11327	51
36597	49
19200	31
31643	125
26025	11
13995	97
42735	123
47460	135
56281	40
19028	86
25601	40
38221	32
28690	40
30459	67
35414	31
9052	84
22983	4
25081	29
55851	214
57966	60
24077	42
29028	70
17693	121
21612	36
25944	62
27	69
11241	101
6638	69
54832	73
45833	40
27689	70
34144	37
26503	43
9086	36
43387	31
32675	26
19960	19
51488	87
7997	172
15255	45
21485	47
49504	28
18527	70
26303	103
5197	113
45319	52
35119	103
52651	180
20875	53
88	72
18142	173
45874	111
777	15
54355	24
17874	47
16654	61
57822	61
48573	58
9241	18
15746	74
28512	15
17657	24
50274	26
32674	20
33925	46
13630	41
30880	44
15264	75
41771	67
42389	157
33278	86
2805	72
26423	66
32683	29
47591	43
33581	98
26904	52
52237	65
51514	169
18195	147
51384	44
14347	87
53353	54
29824	93
56063	101
14780	65
22046	151
33184	59
33456	69
26398	79
49434	69
32599	123
45863	78
25392	34
29796	38
619	72
49868	26
19723	140
46728	42
26875	77
27398	55
42445	14
39237	124
20949	95
18450	100
38812	77
26969	52
19804	38
42603	81
51109	40
14055	33
40468	39
24370	36
22285	58
30295	54
26134	31
38121	16
24665	88
41468	43
54629	527
16038	100
42182	45
54295	72
18380	47
20687	69
12803	82
21082	54
18473	62
50369	45
1415	39
47625	38
45550	39
51270	80
14475	34
50678	37
17932	59
4691	47
16842	77
10887	56
26018	50
8937	44
25389	56
34074	157
2542	39
36410	60
43802	61
9789	55
57685	51
50823	61
38317	57
51367	92
10027	95
3442	76
13624	12
48113	16
6848	96
34655	100
2181	58
8786	45
56077	65
50355	48
30744	58
28734	83
5970	62
53356	34
12361	68
38386	87
56515	71
34907	66
30478	105
39882	80
1629	11
19733	36
16935	41
4345	86
14311	16
4727	182
46849	102
53303	70
13772	58
52886	38
46665	164
48284	54
47337	42
25165	69
29023	49
14524	12
50815	2
52732	17
26360	96
7863	4
36383	59
27682	67
51837	71
9923	18
15261	6
54503	13
23953	16
20113	22
36229	43
17140	22
17268	19
41216	23
26912	17
25443	21
23827	16
29734	87
29850	71
10404	42
38669	34
11626	260
16243	55
15280	62
35285	53
4710	59
9641	67
32695	20
7382	3
30362	10
235	6
17131	7
45281	7
13227	139
30484	72
106	15
38703	21
28205	56
13173	84
7028	14
35725	58
39065	58
28852	64
33643	88
11810	133
54648	130
16679	72
7974	118
20879	23
53180	26
18911	17
52363	17
20755	24
24176	46
10004	65
52155	67
25247	86
38612	106
2333	31
20572	65
54739	62
632	37
58387	72
51313	90
48123	23
31151	56
58059	72
35630	67
26609	61
41519	360
1226	47
46650	84
19381	105
24179	37
20492	32
2020	115
10364	74
49615	49
11636	35
48480	80
37483	56
5908	50
23820	40
4957	127
27548	23
50099	38
49693	20
24909	52
13560	38
49229	200
16344	32
21349	61
38791	70
53367	18
1461	47
23560	18
23625	110
57369	67
30886	29
8892	34
58370	130
55413	74
12168	7
47595	15
27297	97
51408	69
47791	54
957	27
33852	16
43300	21
38412	41
29335	96
25237	187
11248	9
37632	7
6231	44
38306	110
17634	100
215	77
11219	28
8134	78
32526	100
15527	205
8348	165
42612	30
42773	8
47394	73
27371	88
5329	71
51787	66
37826	38
30883	151
9547	154
20534	125
19982	7
47306	10
14182	45
37982	99
17896	51
8721	51
1456	43
23025	49
28182	22
22869	24
13048	12
35860	58
34965	112
11519	15
48231	21
53504	28
42237	25
2733	69
52122	45
5920	39
6766	53
6242	173
22362	143
31732	71
44504	53
34070	7
20004	29
3835	5
23638	45
53867	85
39140	61
7670	22
44346	52
41319	106
11679	39
5636	32
33636	48
51151	20
51940	6
24110	54
20201	102
24371	107
31249	102
9857	28
51758	20
2712	210
45110	74
37076	84
9480	28
14658	93
13440	67
5102	86
42820	116
58354	93
55326	34
8966	69
19989	97
57583	43
13049	33
16753	51
35372	64
36619	94
32074	199
31530	106
9048	87
1400	22
39091	55
40877	35
8908	31
46161	223
35997	31
10916	45
6656	32
438	75
31314	99
40234	121
20126	90
57430	50
40146	80
15649	95
20358	82
22298	35
56845	82
18879	42
2730	84
35107	32
48296	199
22826	40
16996	53
34831	33
47963	95
24927	51
38148	30
2219	120
51892	60
3462	114
33116	56
4050	406
33175	29
56730	103
8359	94
8093	55
3844	28
37267	52
26305	115
21499	51
5178	122
38738	85
25752	169
1928	21
489	36
24031	141
51932	73
47320	224
56681	205
45008	95
30453	26
25669	52
25538	81
35138	78
46771	69
10685	45
55297	27
14638	85
13833	91
5440	146
25947	161
42960	127
17369	55
12755	31
38238	134
27266	67
51813	36
1861	59
38216	65
58137	30
17794	103
2183	106
57035	128
5554	61
4485	88
15826	50
33687	39
16804	172
33224	106
34537	115
19968	55
37061	121
19326	99
43332	59
47225	42
48070	30
21631	35
33388	127
17522	31
52160	43
2765	53
2055	59
32900	70
4592	50
8014	83
22026	51
34591	50
8700	82
3969	93
28530	30
51684	47
2140	67
55264	13
55992	8
7130	17
27430	19
39850	42
23674	41
52273	46
56994	50
53417	82
31593	18
10906	16
56521	24
32887	118
3627	87
450	91
21891	147
27968	70
56131	93
13342	37
16149	111
45545	48
12160	77
30850	87
39019	43
35998	22
31741	62
51708	26
53708	82
51274	32
44027	7
27676	21
30410	13
26213	21
37382	35
20812	75
9185	120
19263	97
51672	105
30412	464
20	62
37347	165
20538	24
42724	86
6425	87
53601	66
8796	75
31933	41
29777	52
22239	88
55368	25
18079	38
39735	52
1724	248
42854	140
5396	39
6311	27
22165	54
41719	61
904	95
23393	97
44506	293
20079	532
7024	40
39104	114
27894	20
49616	32
20662	54
52127	21
48583	71
28104	81
16139	61
43203	88
26556	64
36366	69
35993	309
30977	224
6101	83
15710	73
50226	77
19844	26
45832	219
28349	77
53003	101
45951	43
12288	12
6747	20
15933	34
11145	50
25797	32
35931	14
44723	19
29142	147
48917	49
22234	11
36575	120
36876	68
32980	121
46853	24
44417	12
11403	55
11874	95
6759	66
23412	65
15219	100
46018	63
34103	111
52068	2
17082	5
55595	2
47802	8
35847	40
11759	84
34533	115
16394	117
15512	24
43235	75
6817	29
57063	7
24863	8
39088	32
33246	33
38547	38
36858	33
53834	25
30468	25
25290	55
32952	57
35444	70
18927	52
18899	58
37372	180
40644	47
24583	58
8420	127
49042	494
32078	33
17929	34
51559	86
4346	31
34680	90
5662	37
19522	33
24580	65
31167	166
27805	118
23166	97
39225	28
47654	78
28513	112
31442	72
4456	113
47666	57
56828	36
42107	57
50436	91
39357	55
40096	72
1192	87
22943	58
30263	55
23327	73
3044	41
17017	70
3986	294
265	55
29537	78
8982	45
21456	54
58272	42
40963	36
36493	46
10536	46
2486	83
9191	107
47503	119
43080	52
34175	45
7414	24
10326	32
53161	200
28722	40
38559	150
36447	86
18850	88
45285	100
49318	48
39811	34
5565	62
15026	19
18516	54
36036	76
1209	107
45563	140
23150	37
46057	45
38650	60
2635	38
29466	57
55404	56
47047	66
13444	70
45097	140
21337	101
55110	79
21510	273
26163	41
36848	53
48907	16
57145	69
3941	83
21987	146
55102	195
32634	73
18761	58
34149	13
11767	64
30684	68
28708	17
50644	183
27888	21
22872	20
24400	9
17780	47
10246	35
54558	25
47904	23
45821	26
9073	21
54165	20
49455	7
3720	59
53827	206
20339	38
5700	45
19002	103
47422	134
56768	29
29453	29
24739	37
14690	51
43368	106
25067	68
24217	58
24610	75
36457	89
322	108
7377	43
38905	26
1362	34
19414	133
27745	57
45400	146
55403	80
41475	66
41267	111
13716	317
4607	61
1650	48
40512	5
4768	9
14261	60
48273	37
7728	35
29490	40
54310	21
52235	20
10425	43
30653	76
37715	65
28342	48
45192	92
20409	114
39375	121
17360	64
30369	156
56192	14
138	63
16542	16
57739	47
13901	91
29516	116
30719	224
4913	240
23760	55
15591	67
21830	43
4956	24
28843	65
38558	42
54103	9
38058	9
55353	78
39975	122
15032	106
10271	214
13564	63
29404	68
1826	70
33546	96
18804	160
45576	33
54817	15
57282	226
15886	51
25309	83
12833	108
14730	18
22901	46
9151	73
1014	56
31071	23
37302	55
17375	58
32777	88
22556	34
4366	25
52767	101
42164	108
50668	115
5984	169
38757	55
39491	41
29094	141
27526	74
21144	129
13567	25
50639	56
47202	26
21745	54
26525	12
35729	55
22155	31
21104	140
33761	41
53805	204
36056	80
56044	49
24190	85
22259	91
51425	41
20178	155
21798	215
10036	39
38903	23
31283	46
28048	38
51457	38
19465	32
42652	177
20573	36
20995	51
24688	81
14991	14
56030	5
41738	28
19168	32
19139	99
43306	89
24942	96
33324	55
12562	45
20960	61
27765	53
57254	67
17525	72
29581	84
2615	62
26511	59
54181	140
58147	292
22757	56
54047	94
22649	119
58342	64
44439	71
35782	52
37887	38
14391	48
27904	27
57134	48
15795	27
7711	39
21048	6
863	10
38533	92
18915	66
443	101
50283	100
14503	103
23811	14
14446	24
17824	19
47779	9
14585	11
14415	13
55717	20
33393	79
12489	57
51157	47
8394	46
26260	75
2213	38
7638	58
42052	22
12674	36
44601	6
47504	14
39561	9
365	13
52838	60
51010	61
15904	83
41011	126
22842	62
13670	117
31190	71
16193	73
37289	52
18936	114
29349	19
12859	86
1239	39
18253	56
25567	92
37820	29
48237	47
14552	132
304	80
32967	112
2098	64
16671	107
31471	30
7065	21
33500	70
37793	40
31356	54
42657	30
57695	48
37860	29
24280	338
49057	27
31901	78
3314	23
33029	58
1758	158
22348	51
39780	106
32531	24
56400	25
52161	24
44285	69
12351	97
19325	130
4461	57
46054	82
18289	86
1565	49
1321	63
1556	53
36022	125
51329	43
25595	31
48299	61
12063	19
9190	44
28855	107
45622	112
30352	55
54604	45
44611	55
27212	67
4539	48
117	16
50186	7
7190	37
31723	24
21000	73
32705	64
32488	93
30487	27
55996	44
35685	137
41568	97
40681	19
50924	34
43322	34
35740	63
27542	83
26569	171
48502	154
49280	84
49520	93
19906	54
2171	47
48262	107
44246	68
25804	36
15490	57
49958	42
32833	34
13292	40
55752	32
11480	6
33526	76
29587	106
15978	135
28535	93
50290	12
56562	47
20366	109
13880	138
46301	34
16619	16
21738	35
54948	25
17919	17
36058	159
23101	150
35608	80
15711	24
23273	168
52679	50
6550	42
44889	24
50467	72
27423	96
19481	66
16430	59
38050	99
20520	64
25324	91
4918	41
26421	42
41508	117
2346	111
47216	86
36134	55
16512	66
47882	16
6493	17
22742	78
27079	81
12821	35
32479	55
29894	70
57546	49
55037	23
50500	26
3217	30
56448	30
33971	46
33846	51
44070	93
56518	94
52147	80
32323	48
6785	14
45293	78
20097	169
8561	29
40391	24
3243	53
17554	41
19015	62
4514	124
55861	19
20167	21
26355	37
48609	38
53331	62
10553	35
5461	46
37361	56
54684	87
8493	44
53952	291
24017	28
8177	68
34929	44
53566	83
55070	64
30727	15
41099	31
48827	40
29804	145
24860	116
57977	58
29538	180
44293	49
34878	23
22061	171
57054	65
13264	114
42104	39
13215	43
5051	55
11025	43
30557	69
43998	77
27161	37
7295	42
36821	124
58129	60
56651	45
20940	113
38188	130
26024	42
13557	44
34728	61
8151	93
55040	108
54359	102
27767	70
8858	93
19998	290
7619	330
48642	72
9612	77
50907	72
8810	54
4283	49
7128	68
13790	21
29743	10
72	26
37239	49
53513	57
41739	139
41793	73
47726	43
40203	35
42155	83
3622	109
13975	30
5237	133
47562	120
33167	56
16707	52
33531	114
37408	56
33263	55
30360	129
44487	53
51454	93
2860	31
17998	25
44958	96
12021	39
9987	64
41896	25
24982	20
54653	22
37585	112
55023	38
5456	23
25664	10
17843	16
10646	15
33031	23
44300	6
47959	47
31101	92
39265	26
27303	44
5088	37
38142	113
40185	77
2982	51
46646	30
40216	60
31671	27
25808	33
43304	159
28045	42
53251	74
19855	28
767	70
50814	260
22442	88
3764	54
17972	72
43076	240
16736	86
15629	137
8740	48
12271	127
46753	28
29826	92
31613	89
18479	79
37166	22
15874	147
42494	11
34333	99
48620	35
23438	8
56352	60
3280	55
40214	161
42055	147
5771	135
37405	139
40456	87
58031	93
20010	124
26435	27
10465	66
27101	74
6111	66
49644	28
24985	102
40098	83
29186	68
16091	34
8623	22
24659	123
19483	48
4874	53
32129	16
54538	15
24536	28
7508	42
30888	55
19455	24
43025	55
27445	74
16709	149
10052	26
20994	20
39232	72
27366	49
42914	177
29857	17
28077	57
45440	59
43863	99
37322	121
57935	111
30208	47
56085	107
11955	109
53722	88
14814	41
10035	28
19175	122
10286	149
24879	48
54632	80
15554	88
3880	37
1858	59
18084	56
32089	41
46697	50
46221	42
16745	30
25902	29
58048	63
43805	41
39526	39
10172	54
22668	111
49400	87
43912	62
38448	60
37613	39
53115	53
54826	43
12060	47
2404	52
40079	17
18938	14
32741	25
24990	40
16066	27
49019	64
52261	325
33601	20
35746	41
49321	91
2668	151
2541	34
33444	70
1075	50
17119	36
30603	122
498	29
2536	60
25185	32
1480	85
47353	107
24424	107
39219	95
4715	17
32361	84
18509	10
5722	77
12376	81
48187	68
4763	80
6589	97
824	70
14700	24
51766	56
22199	128
48976	93
34859	72
9493	58
10797	43
3573	104
2456	61
10272	75
35654	69
12680	63
4841	72
11962	16
20803	55
42832	64
11633	52
10247	42
3260	45
10087	31
10327	32
13526	23
39973	31
46521	61
58194	169
30924	85
4550	80
33424	84
6783	43
32	130
51499	49
24323	115
43634	75
12326	152
11485	175
36338	45
8480	40
43033	56
32927	69
19782	66
47275	173
36039	91
58386	74
10610	174
32859	101
20958	19
33527	66
26493	80
43505	77
35520	156
31248	143
26728	158
8853	35
28995	22
24411	16
3497	37
56984	31
17742	39
48816	21
11878	29
19909	44
3490	26
21553	34
6435	147
47321	67
51692	88
4350	80
10419	58
10458	44
48574	63
47392	100
36805	98
54920	94
32894	112
11488	133
29711	29
25292	27
45877	4
2061	16
27115	20
34848	22
52624	149
7971	72
28979	65
13801	77
9720	83
23178	59
20574	39
12892	24
464	32
10936	10
17645	13
39394	47
2590	80
7914	112
8408	53
33422	62
23228	59
39885	44
34523	40
33576	48
55180	162
33759	40
27977	13
9246	78
26976	46
45952	66
45926	59
39904	42
45381	32
41775	34
5157	31
9640	16
34716	210
23790	13
20928	90
15073	37
20190	30
38617	54
19355	82
55748	47
42226	125
5810	129
12550	93
29189	93
50609	116
55347	63
56548	315
41855	84
10351	81
23642	56
21667	16
18495	16
16131	18
31228	79
5878	64
55305	54
49154	43
41566	23
37223	16
12742	70
43618	78
55276	49
11807	68
41334	43
11190	153
3830	30
12613	29
18636	267
612	200
40174	129
25915	150
51	165
30928	44
16408	26
22645	121
39613	19
26045	91
20244	23
9836	37
31868	23
15343	31
19912	26
9803	34
48616	42
11736	64
50830	51
19144	34
18531	69
6723	27
11036	143
31955	95
21952	27
57544	23
27616	18
55716	17
34146	30
39675	170
49631	202
32788	60
32731	144
18962	152
55369	90
37081	77
5900	52
52610	53
29047	140
2227	86
14101	50
36681	31
20566	84
3903	65
11601	135
15543	16
56817	83
30479	46
25582	28
3975	105
27397	55
7254	42
52882	130
44183	78
46366	123
31043	135
38446	93
51916	44
53087	84
56283	77
45469	49
21587	61
19491	68
19610	113
22231	55
43155	132
34856	63
24745	55
12750	58
51495	31
3333	17
23142	38
57195	70
541	243
17952	308
24887	188
23109	31
41044	161
9952	88
4439	43
34883	32
41387	122
12074	102
15791	101
46295	110
17225	48
29995	54
13234	12
53875	46
3262	33
24443	20
16767	169
19428	75
32191	87
51226	73
19308	27
37763	168
11092	122
54999	59
20022	55
50900	14
19901	24
17668	125
7777	106
50703	52
11235	44
18489	89
48312	68
4964	121
2438	48
44542	58
52149	18
20483	53
22693	209
16108	79
19410	44
18459	91
40670	65
19679	73
50880	33
53083	42
55838	41
55784	43
23654	150
6017	26
49750	99
4573	54
1263	75
5563	34
48683	28
28197	45
54938	18
44579	27
47277	90
32556	100
16865	53
44976	25
27941	68
1213	197
54484	57
4916	34
32936	98
54848	54
30235	20
47206	42
993	48
37285	125
190	11
43842	12
49532	208
39594	104
24899	76
652	61
1593	49
12183	41
49083	61
15062	26
14190	39
14219	90
28727	23
27531	28
28004	17
22438	18
2578	28
52922	15
17836	41
9198	44
18714	18
24910	34
775	50
48823	31
36160	45
23462	85
8429	44
39868	49
11212	46
865	41
44453	282
42257	37
581	75
55233	62
29609	59
21189	35
32757	50
3653	46
34477	14
31928	12
33119	31
4288	20
40256	47
57547	96
32646	32
52340	81
21756	150
9465	77
31743	121
35798	27
15653	50
17079	73
2044	176
38878	45
13411	85
1607	59
43315	22
56258	32
34427	115
46558	95
38257	75
25727	54
52287	28
46132	123
13124	82
32845	39
34544	72
1062	33
1832	47
45742	46
8371	57
19674	46
36908	76
42530	23
20322	57
24697	46
49489	148
25056	137
29117	66
1811	34
23874	62
42195	452
28860	48
38124	49
5510	116
53446	57
45495	37
5	48
26258	122
3291	35
57577	19
36816	4
58320	24
39356	41
47074	62
21983	256
26719	58
30757	24
37990	42
7401	26
46260	33
18576	47
37351	72
15583	64
30556	68
15607	64
30381	71
36398	74
36440	77
53988	46
26744	88
10435	77
28046	88
2788	54
20376	35
34889	72
35984	35
34868	39
8655	21
47528	16
35053	27
30513	60
30970	18
56327	74
49166	37
52327	66
5211	260
17753	46
14234	38
44657	95
8121	63
4074	20
51079	28
38614	39
8133	10
608	61
37834	52
24040	45
16299	93
21985	24
2241	17
44379	14
17988	39
3077	43
34346	80
45878	52
18916	47
55406	102
39139	111
54025	93
41133	93
741	91
50097	222
52349	111
9207	101
16555	118
6505	55
37337	25
35374	51
23998	75
9163	48
40087	68
48961	39
20451	73
41310	90
28330	67
29300	90
14425	37
23597	40
54701	27
7033	44
55453	61
3275	47
6132	29
37444	70
55520	23
428	97
24667	33
51086	56
57335	23
26238	32
50126	52
18545	48
20984	72
56041	32
54714	50
47258	44
17938	65
25156	35
42928	37
15614	62
22922	67
58250	85
23959	60
52518	31
53780	36
56247	102
38475	271
223	31
49771	25
42285	138
53999	119
41526	84
44422	12
45303	9
41602	6
46031	19
44594	166
54709	23
19080	55
12161	84
40660	109
49309	92
45606	161
41573	57
7675	18
43194	15
45783	70
37958	204
13316	45
53170	42
8416	85
22990	42
28752	89
27961	99
41584	123
3094	41
28561	32
18417	5
54306	27
23896	17
33282	14
51155	494
27877	212
57508	20
55337	66
14501	32
33850	49
47751	26
18569	75
57108	165
5539	63
39100	6
15770	33
36815	132
55834	20
57147	76
44621	114
33	79
16235	79
21707	52
23298	81
18941	92
23900	96
56036	66
25027	27
37627	49
57576	57
11140	11
50641	35
11349	23
13380	39
25754	44
45577	18
27995	23
10374	18
19425	7
45276	18
34426	25
3407	43
15613	136
4908	77
47957	116
25374	33
56936	65
34575	61
25943	22
30766	24
6212	72
13012	100
7786	69
94	73
9772	140
35916	109
31987	24
27492	16
13348	32
17624	20
10697	56
3800	48
11915	33
40987	102
33704	554
14628	71
43571	16
29792	35
4185	102
29322	39
1964	43
52364	52
11725	179
25068	268
29085	95
47753	104
51889	58
37111	53
37895	71
44104	69
31836	65
47829	48
41668	111
18428	413
30109	67
52635	52
47397	65
44198	61
41087	68
46976	156
26094	76
22082	31
12386	18
25037	104
7798	67
17870	91
38020	66
43365	64
46030	19
35253	16
45792	18
9721	283
41129	53
38394	81
758	107
31555	71
13952	35
6935	30
20294	21
587	86
49320	16
13123	3
54858	111
4025	55
22750	58
41645	77
38926	44
49680	62
54928	35
10522	39
20849	92
50140	88
23164	81
35464	104
9873	41
51620	102
2920	27
16027	41
16839	269
17859	37
6704	21
21100	41
51154	38
8887	33
47224	67
32387	49
9462	27
37011	10
30328	9
41977	89
50028	45
2891	40
49681	233
29410	44
51715	66
31650	57
45135	33
15182	39
42694	110
50808	87
10497	119
34981	129
45021	47
4952	12
3947	237
2802	244
13888	127
20124	23
22398	26
17199	16
13501	14
4941	94
6317	76
10941	131
30102	73
41379	51
35973	60
483	50
45583	46
56776	53
50653	67
9226	75
27226	26
29554	71
36470	38
41260	67
50142	26
51663	83
7693	72
40252	71
33425	85
48855	76
57012	23
55824	12
38879	13
41351	10
30890	20
57295	11
18827	16
27809	10
43817	18
11228	84
57644	29
24725	62
23909	48
9094	62
2586	26
44731	21
15467	21
57042	13
53874	38
40137	70
42702	103
36217	24
14762	81
4982	76
57248	77
50141	76
39762	72
47648	35
39629	28
39479	51
24026	34
23082	82
17695	13
4850	65
30597	117
10769	49
17848	42
37932	79
11386	14
1998	50
45697	75
6156	41
19881	20
42428	55
16816	18
30090	14
20112	10
6399	156
37173	22
174	8
15536	72
12895	50
39607	48
57929	49
48314	28
27592	26
48065	95
42942	25
30835	22
32489	26
27119	64
17854	106
20862	87
16704	121
24751	165
19656	134
55441	82
22576	8
54091	17
29632	113
23843	59
4559	107
51152	35
43116	104
57269	104
50244	53
35340	113
38668	109
6965	41
43400	74
42777	144
43662	28
9192	49
8095	48
37292	47
2207	72
40148	66
22392	86
6205	109
24817	192
24993	228
46945	58
20674	152
24984	63
27502	76
48039	41
47796	70
13054	54
53624	69
54275	65
6326	56
36920	36
51142	68
3334	31
41649	38
42547	78
18430	33
12239	58
45102	47
44626	114
27393	82
35763	66
3174	81
33225	97
10695	49
7948	243
36945	17
8885	14
24940	59
57360	50
23141	46
9419	27
21249	36
7831	44
34810	78
20781	55
53056	26
45016	79
52629	84
40449	48
12812	55
23474	76
33004	84
50724	77
22174	82
19136	113
42063	16
51921	73
41175	63
27734	23
34620	61
177	220
41380	162
39742	60
32552	42
21953	70
21090	53
48155	298
53319	92
37329	33
25358	61
23369	279
38217	90
47066	40
48916	75
51072	40
44638	68
48455	27
54447	82
51914	83
41953	44
16073	91
3481	79
17683	74
22271	132
5121	54
26768	90
10977	66
19780	109
15937	59
58090	57
31562	28
11965	65
42525	84
26457	172
4303	101
37368	47
20681	61
26674	52
13664	4
32609	44
45240	89
43049	75
10674	83
12346	28
37950	89
55131	189
57636	51
15947	70
25043	45
1543	46
8608	31
55092	64
39474	92
57386	60
48969	64
5104	280
29716	235
51215	114
45263	6
1078	39
24723	130
40570	32
16192	18
30902	99
5572	53
38849	6
43546	16
18338	23
22582	10
39637	126
16283	72
35037	42
36303	59
52157	50
1776	59
3985	59
5580	10
35237	40
40936	48
51301	13
50088	23
42579	95
29144	89
4729	123
1657	68
40097	17
4440	19
6497	19
20695	27
28388	36
53628	31
31554	27
57307	66
48305	35
38999	55
56815	64
1660	34
53852	33
58389	25
44879	24
14766	51
49548	52
46325	64
50304	86
9536	120
24794	80
11732	83
21131	30
55788	34
4599	38
50359	82
32789	45
11285	24
16814	67
44205	70
2397	73
6905	40
12164	152
42135	24
989	69
1876	98
11722	126
38988	86
3775	237
26996	32
36166	45
3311	29
2287	61
35201	40
54528	47
24881	55
36020	8
28006	73
57541	76
12529	83
47934	127
15327	105
29032	49
32564	97
52898	47
18011	18
6140	66
52550	57
48415	56
26426	57
35743	63
26818	57
41218	89
16154	69
32831	68
8436	79
43102	192
39660	96
17240	47
17803	88
22020	118
57819	163
16375	61
51533	42
15224	45
